2.05	14.65	3.01	11.25	2293	9.81	7.93	2
2.44	14.46	4.75	12.36	1473	10.52	8.05	2
2.22	15.05	2.9	11.03	1894	10.3	5.9	2
2.17	13.83	2.77	13.04	1012	9.78	6.7	2
1.7	13.88	3.18	10.64	1354	7.75	5.35	2
2.69	15.62	2	10.54	1300	9.46	6.57	2
2.85	15.81	3.69	12.36	2492	13.96	12.52	3
2.52	10.81	2.7	15.23	1628	9.83	8.66	3
2.39	14.88	4.03	13.99	1465	9.15	7.04	3
2.23	13.68	2.88	12.37	1528	11.45	9.37	3
2.54	13.82	2.72	14.08	2721	11.54	9.16	3
2.46	13.59	1.77	12.68	2436	10.47	7.96	3
2.05	12.7	2.87	11.34	1464	13.39	8.22	3
2.96	13.29	3.86	12.63	3009	11.33	11.14	3
2.19	12.55	5.09	13.61	1139	9.13	6.82	4
1.86	14.04	2.69	13.36	2044	10.96	9.69	4
4.13	12.24	2.77	13.29	1986	12.94	9.28	4
3.11	16.19	3.2	11.44	2378	13.5	9.75	4
2.24	13.62	2.9	12.09	2415	15.11	8.21	4
1.93	15.19	3.92	9.34	1810	14.31	11.04	4
3.74	17.49	3.74	12.77	1229	12.04	9.6	4
3.58	14.55	3.36	12.65	1368	12.21	12.55	4
3.2	15.87	3.79	13.5	1689	11.25	9.44	4
3.25	16.55	3.53	12.2	3173	16.89	12.39	4
3.36	12.97	1.84	10.33	1249	7.77	7.39	5
2.45	11.62	3.09	12.43	1713	10.1	6.14	5
2.79	8.13	3.03	13.32	1254	11.96	7.33	5
3.03	11.68	4.69	11.82	1387	9.73	7.19	5
2.96	10.99	2.12	11.21	2265	12.27	8.15	5
3.77	10.63	3.77	13.79	1646	10.27	6.38	5
4.67	11.16	1.75	12.91	1371	10.07	7.66	5
1.8	13.1	2.29	12.07	2054	7.98	7.47	5
2.63	10.22	2.67	12.72	2358	10.6	7.44	5
2.48	11.21	3.08	12.03	2177	9.23	5.54	5
2.91	13.54	2.73	15.22	1721	12.38	6.83	5
1.25	12.5	3.59	11.56	640	7.5	3.23	6
1.6	9.77	2.19	13.41	686	11.95	4.23	6
2.48	12.1	3.35	13.39	926	8.21	3.97	6
3.04	14.16	3.96	12.18	657	12.33	6.08	6
3.25	14.94	1.95	15.58	462	10.61	6.51	6
1.41	10.83	2.83	14.44	637	11.15	4.62	6
1.95	13.32	2.13	13.85	563	10.3	4.33	6
1.78	11.09	2.72	14.44	956	11.4	4.71	6
2.04	12.02	4.54	13.38	441	10.2	4.64	6
2.7	12.46	3.32	10.38	963	9.35	4.38	6
1.74	13.9	3.95	15.17	633	10.11	5.15	6
2.83	11.3	3.48	11.09	460	10.22	4.22	6
3.51	13.2	2.45	13.37	1795	10.7	7.01	7
2.33	12.58	3.68	13.18	2663	11.12	6.92	7
2.76	12.18	1.95	13.6	2464	10.35	9.37	7
2.26	12.39	2	14.1	3447	11.05	9.39	7
2.45	14.79	3.42	13.92	1961	11.68	7.11	7
2.48	12.38	2.12	15.47	4395	9.15	9.92	7
1.86	10.7	3.01	12.13	2094	10.46	8.12	7
2.7	12.15	3.46	13.49	3810	10.16	9.36	7
3.56	12.89	3.48	14.33	3795	11.17	8.89	7
1.98	12.84	3.02	15.25	1620	12.84	8.27	7
1.86	11.16	1.65	13.68	2903	11.51	9.1	7
2.38	13.05	2.5	12.99	3403	9.64	7.86	7
2.93	11.82	2.48	15.32	888	11.94	10.83	7
2.34	15.72	3.7	14.24	1622	12.82	7.21	7
3.02	15.12	3.26	12.88	2453	9.05	9.26	8
2.63	12.09	2.63	13.15	2167	8.81	8.6	8
3.37	12.99	3.51	13.86	2078	9.62	9.76	8
3.14	14.83	3.05	13.96	1146	10.65	8.01	8
3.13	12.5	2.91	13.85	1856	9.64	8.14	8
2.93	16.46	2.45	12.03	1671	9.87	12.85	8
2.25	12.3	1.66	13.83	2886	9.67	10.57	8
1.86	11.6	3.17	11.6	914	9.85	8.54	8
2.72	14.85	4.7	10.52	1616	11.39	6.94	11
2.16	17.53	2.44	9.65	1067	11.81	7.31	11
2.72	13.23	2.57	10.36	1361	10.21	11.83	11
2.94	15.11	4.62	10.7	953	14.48	7.94	11
1.57	14.89	3.27	11.5	826	11.74	9.08	11
2.16	16.17	3.24	12.97	2128	9.3	7.07	25
2.24	16.7	2.96	11.77	2905	10.64	5.97	25
2.85	17.05	1.98	10.49	2880	8.96	8.28	25
1.36	15.17	2.56	12.52	4106	10.86	8.33	25
2.65	12.46	5.41	12.13	1773	6.66	4.5	25
2.01	13.39	2.16	13.54	2688	11.57	8.53	26
2.22	13.37	2.82	10.82	3836	9.62	10.87	26
2.02	13.76	2.51	13.31	2630	11.29	7.83	26
2.36	14.6	2.77	12.34	2925	11.79	7.76	26
1.7	13.55	1.99	12.57	3469	11.56	8.24	26
2.5	12.33	2.35	13.58	4728	11.27	11.37	26
2.06	13.75	2.93	11.26	2967	11.26	7.87	26
1.86	12.81	2.03	13.95	4129	11.58	10.07	26
2.66	12.19	2.79	14.02	2297	13.02	7.51	27
5.28	14.56	4.51	14.05	776	14.82	5.71	27
3.05	15.95	3.23	12.94	2226	11.05	6.31	27
2.74	14.64	3.23	14.75	1858	12.92	6.73	27
2.1	12.16	4.2	14.02	2525	10.02	6.46	27
3.38	16.67	3.49	14.65	1836	10.02	6.35	27
2.16	13.57	3.08	16.74	1201	10.91	6.6	27
2.77	10.92	2.77	12.82	1154	10.49	7.74	28
3.07	15.06	4.36	15.06	2018	12.69	10.4	28
1.93	13.11	3.17	15.3	2647	10.09	9.73	28
2.58	14.66	3.19	13.09	3759	12.9	10.36	28
2.48	11.04	4.53	11.91	1612	11.85	9.32	28
2.47	13.44	3.35	12.95	2834	12.7	11.86	28
2.32	12.49	2.95	14.23	2369	11.02	9.04	28
2.63	13.63	2.32	14.64	4188	12.32	14.05	28
2.81	16.54	2.72	13.65	2279	12.42	15.09	28
1.41	14.7	2.52	14.6	2980	11.41	9.4	28
3.11	16.47	3.6	13.61	2859	11.61	11.26	28
2.92	14.22	3.06	15	4247	10.62	9.42	30
2.83	14.45	4.1	11.62	2366	11.12	7.61	30
3.89	17.85	3.8	11.71	3210	11	8.87	30
3.54	15.19	3.91	14.78	2659	10.53	8.98	30
2.78	14.4	3.53	13.13	2916	10.56	7.78	30
3.1	15.34	2.28	12.89	3553	11.23	10.48	30
1.04	14.26	3.76	13.16	1543	11.6	9.02	31
4.16	13.76	4.86	12.49	865	7.86	7.09	31
3.06	14.24	4.15	11.51	1833	9.27	10.53	31
3.54	12.2	5.25	11.15	762	7.35	8.02	31
2.5	13.71	3.37	12.19	919	6.96	6.56	31
2.77	13.9	4.24	11.13	1770	9.49	7.66	31
2.11	12.69	3.42	13.75	1986	9.87	8.63	31
3.39	15.91	4.77	12.93	1446	8.3	7.73	31
3.24	15.66	4.04	12.06	1360	7.72	8.45	31
3.05	14.07	2.33	11.72	4847	11.68	11.6	32
3.06	16.75	2.91	11.79	4019	12.09	13.53	32
2.44	14.44	2.65	13.22	1884	10.88	8.85	32
1.66	13.95	1.87	11.62	5232	10.11	12.55	32
3.07	18.03	2.64	10.5	3295	12.38	13.29	32
2.12	15.64	2.85	14.81	1087	11.5	8.63	32
3.02	14.22	2.03	12.42	3051	10.72	6.6	32
1.42	15.52	3.07	10.72	2668	11.69	6.98	32
2.62	14.5	3.44	10.84	1338	12.71	6.08	33
3.67	12.82	5.2	11.92	1443	10.46	8.69	33
3.09	15.94	3.48	11.3	1035	14.78	7.96	33
4.12	13.92	4.38	9.63	1142	12.43	9.36	33
1.54	16.51	4.41	12.67	521	13.63	6.43	33
3.12	15.32	3.53	10.94	2467	14.55	7.71	33
3.21	15.9	3.28	11.58	1434	12.06	7.24	33
3.32	14.01	3.02	12.03	2320	11.08	6.63	33
2.26	10.16	3.69	10.76	1329	9.41	5.8	33
2.23	12.18	2.28	12.57	2020	9.65	5.96	33
1.9	16.17	2.73	9.93	1793	10.88	6.08	34
2.04	12.54	2.85	10.49	2106	8.55	5.79	34
2.26	14.72	3.05	11.29	3145	11.45	11.19	34
1.85	13.55	1.85	13.35	487	5.34	6.01	34
4.38	13.25	3.43	8.64	845	6.15	5.35	34
3.64	14.93	3.02	12.57	3348	10.51	12.54	34
2.41	13.47	3.42	10.75	995	7.44	5.29	34
2.46	14.76	2.69	13.71	1707	11.66	6.59	35
1.86	14.42	3.28	14.33	2101	12.85	8.37	35
2.77	13.57	3.44	14.45	1481	10.67	7.22	35
1.7	13.85	3.25	14.28	1415	7.42	5.92	35
1.44	14.66	2.92	12.92	2298	9.88	8.84	35
1.64	12.06	1.6	13.75	2189	10.23	5.24	35
2.12	12.52	2.89	15.27	2213	11.52	7	36
3.81	11.53	2.74	16	1206	10.45	6.03	36
2.95	13.88	2.31	17.24	1729	10.58	6.33	36
2.84	13.18	3.62	13.39	2322	12.14	7.04	36
1.77	13.3	1.62	15.41	2038	9.91	6.33	36
1.51	11.55	2.82	15.74	1455	12.44	7.1	36
2	15.07	2.33	13.28	2402	11.74	8.64	36
2.47	12.37	2.56	14.93	1132	13.78	8.39	36
3.51	11.33	3.01	16.19	1995	12.03	7.07	36
1.67	10.37	2.69	16.33	2749	9.09	5.18	36
2.33	15.57	3.04	15.97	1972	12.58	7.28	36
2.8	13.07	3.91	13.83	1967	12.96	7.59	36
2.25	12.42	2.67	16.08	2400	10.5	7.67	36
1.97	14.77	3.57	14.34	1374	10.33	7.05	37
1.82	12.69	2.13	14.98	1923	10.5	8.78	37
3.47	12.48	2.81	15.2	1066	9.01	8.02	37
2.2	11.73	3.1	14.99	1321	9.24	6.92	37
3.74	9.27	5.2	15.93	615	7.97	5.04	37
2.83	13.66	3.73	12.35	1449	10.97	7.55	37
2.78	14.44	4.81	19.63	540	11.11	6.21	37
3.88	13.51	4.82	16.45	1495	9.23	6.67	37
2.94	13.94	3.84	15.41	1564	11.57	6.71	37
1.68	16.56	4.54	10.69	1431	11.95	6.91	38
1.71	14.19	3.65	15.1	1755	10.31	7.66	38
2.4	15.18	3.91	12.21	1917	10.95	7.13	38
2	14.69	4.08	14.09	1348	10.24	6.54	38
3.45	14.52	2.71	13.22	1770	12.37	9.32	38
2.18	14.71	2.99	13.42	1237	10.35	6.83	38
3.01	13.01	3.7	14	1729	11.16	7.36	38
2.88	15.87	3.56	10.29	1040	10.29	7.48	38
2.79	13.92	4.64	13.45	2112	11.41	6.95	38
2.41	10.94	2.84	15.5	1161	8.79	7.35	40
2.83	8.7	2.69	14.15	1449	10.77	7.79	40
1.44	11.16	2.2	15.76	2087	8.62	7.64	40
2.16	9.3	3.71	15.23	1484	13.61	7.73	40
2.9	14.92	2.71	15.58	1515	11.29	7.73	40
2.28	12.11	1.96	15.15	3723	9.8	9.4	40
2.68	10.33	1.28	12.9	1791	11.61	7.65	40
2.53	10.99	2.44	14.33	2093	10.94	8.51	40
2.5	12.33	2.55	15.83	1882	12.01	8.71	40
2.74	10.12	3.97	14.23	731	10.81	6.65	40
2.71	14.2	1.81	14.51	2654	10.7	7.58	41
1.61	15.65	1.8	15.28	1054	6.55	7.42	41
2.43	12.19	3.25	15.86	1690	7.46	6.79	41
1.51	14.15	2.58	13.81	2057	12.15	10.34	41
2.77	11.16	1.65	15.98	1514	9.05	9.71	41
3.19	13.4	1.91	15	940	10.74	9.13	41
2.2	13.31	2.2	13.67	1412	13.17	10.7	41
3.39	13.56	3.23	12.82	4743	9.59	9.86	41
2.24	13.06	1.49	13.31	1608	12.81	8.12	41
2.45	14.77	1.09	14.5	1835	10.03	8.74	41
1.71	12.2	1.41	16.23	992	11.59	6.66	41
2.11	10.04	3.49	13.53	946	11.63	7.11	43
4.44	10.66	3.06	14.18	1960	12.4	8.95	43
1.56	14.86	2.2	14.91	1864	9.66	7.17	43
2.4	10.67	2.79	15.16	2296	9.93	7.38	43
3.27	11.5	3.5	11.73	2140	10.75	9.47	43
3.81	12.29	4.05	13.76	814	9.95	8.75	43
3.38	12.35	4.69	12.63	1449	7.66	5.64	43
1.94	11.48	3.58	13.11	671	9.39	7.22	43
1.96	12.41	2.04	15.73	1176	7.14	6.09	44
2.13	12.28	2.38	16.92	798	11.53	9.28	44
2.91	13.77	2.83	13.93	2541	9.05	7	44
1.51	13.2	2.94	14.71	1258	9.54	7.62	44
1.81	12.35	3.68	13.57	1385	9.89	10.99	44
1.95	14.66	2.7	14.05	2149	10.28	8.63	44
3.27	12.97	2.16	15.23	2081	10	9.63	44
2.38	13.28	6.02	15.35	1596	8.52	6.94	44
3.12	12.61	3.87	13.02	1990	9.1	10	44
2.92	13.57	4.06	14.75	2291	11.26	7.18	44
2.77	15.17	3.33	15.43	2676	8.74	6.76	44
1.42	14.05	3.57	12.63	1765	9.24	7.61	44
2.33	16.63	2.58	14.09	2015	9.58	7.66	44
2.25	11.96	2.07	15.81	1689	8.58	7.28	44
3.83	12.64	3.83	19.54	261	11.88	9.67	45
3.55	15.6	4.43	13.83	564	10.82	6.2	45
2.88	10.82	4.57	11.54	416	11.54	6.3	45
3.77	10.04	6.69	12.13	239	12.97	7.03	45
3.05	11.61	1.83	11.41	491	8.96	8.47	45
4.21	12.45	2.11	11.69	522	11.3	8.03	45
3.28	10.75	4.78	12.84	335	9.55	8.38	45
2.48	11.63	2.58	15.82	929	13.13	7.94	46
2.6	12.26	3.35	11.43	2774	11.32	5.74	46
2.6	12.86	2.09	15.54	2349	12.13	8.7	46
2.94	13.14	2.64	12.61	2276	11.12	7.16	46
2.45	12.56	2.16	13.19	2691	12.6	9.61	46
